date,geography,indicator_name,unit,value,source,frequency
1990-01,Canada,Household income,Dollars,615496.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-01,Canada,Disposable income ,Dollars,403280.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-01,Canada,Plus: Interest paid,Dollars,47900.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-01,Canada,Total debt payments,Dollars,55000.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-01,Canada,Mortgage debt payments,Dollars,29148.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-01,Canada,Non-mortgage debt payments,Dollars,25852.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-01,Canada,Total interest paid,Dollars,47900.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-01,Canada,Mortgage interest paid,Dollars,27248.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-01,Canada,Non-mortgage interest paid,Dollars,20652.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-01,Canada,Of which: consumer debt ,Dollars,16024.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-01,Canada,Debt service ratio,Ratio,12.19,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-01,Canada,Mortgage debt service ratio,Ratio,6.46,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-01,Canada,Non-mortgage debt service ratio,Ratio,5.73,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-01,Canada,"Debt service ratio, interest only",Ratio,10.62,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-01,Canada,"Mortgage debt service ratio, interest only",Ratio,6.04,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-01,Canada,"Non-mortgage debt service ratio, interest only",Ratio,4.58,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-01,Canada,"Of which: consumer debt service ratio, interest only",Ratio,3.55,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-01,Canada,Household income,Dollars,149724.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-01,Canada,Disposable income ,Dollars,98030.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-01,Canada,Plus: Interest paid,Dollars,11865.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-01,Canada,Total debt payments,Dollars,13572.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-01,Canada,Mortgage debt payments,Dollars,7155.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-01,Canada,Non-mortgage debt payments,Dollars,6417.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-01,Canada,Total interest paid,Dollars,11865.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-01,Canada,Mortgage interest paid,Dollars,6717.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-01,Canada,Non-mortgage interest paid,Dollars,5148.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-01,Canada,Of which: consumer debt ,Dollars,4010.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-01,Canada,Debt service ratio,Ratio,12.35,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-01,Canada,Mortgage debt service ratio,Ratio,6.51,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-01,Canada,Non-mortgage debt service ratio,Ratio,5.84,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-01,Canada,"Debt service ratio, interest only",Ratio,10.8,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-01,Canada,"Mortgage debt service ratio, interest only",Ratio,6.11,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-01,Canada,"Non-mortgage debt service ratio, interest only",Ratio,4.68,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-01,Canada,"Of which: consumer debt service ratio, interest only",Ratio,3.65,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-04,Canada,Household income,Dollars,626452.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-04,Canada,Disposable income ,Dollars,392652.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-04,Canada,Plus: Interest paid,Dollars,49316.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-04,Canada,Total debt payments,Dollars,56032.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-04,Canada,Mortgage debt payments,Dollars,29564.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-04,Canada,Non-mortgage debt payments,Dollars,26468.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-04,Canada,Total interest paid,Dollars,49316.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-04,Canada,Mortgage interest paid,Dollars,27888.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-04,Canada,Non-mortgage interest paid,Dollars,21428.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-04,Canada,Of which: consumer debt ,Dollars,16732.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-04,Canada,Debt service ratio,Ratio,12.68,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-04,Canada,Mortgage debt service ratio,Ratio,6.69,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-04,Canada,Non-mortgage debt service ratio,Ratio,5.99,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-04,Canada,"Debt service ratio, interest only",Ratio,11.16,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-04,Canada,"Mortgage debt service ratio, interest only",Ratio,6.31,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-04,Canada,"Non-mortgage debt service ratio, interest only",Ratio,4.85,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-04,Canada,"Of which: consumer debt service ratio, interest only",Ratio,3.79,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-04,Canada,Household income,Dollars,156073.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-04,Canada,Disposable income ,Dollars,96464.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-04,Canada,Plus: Interest paid,Dollars,12146.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-04,Canada,Total debt payments,Dollars,13932.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-04,Canada,Mortgage debt payments,Dollars,7315.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-04,Canada,Non-mortgage debt payments,Dollars,6617.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-04,Canada,Total interest paid,Dollars,12146.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-04,Canada,Mortgage interest paid,Dollars,6875.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-04,Canada,Non-mortgage interest paid,Dollars,5271.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-04,Canada,Of which: consumer debt ,Dollars,4089.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-04,Canada,Debt service ratio,Ratio,12.83,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-04,Canada,Mortgage debt service ratio,Ratio,6.74,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-04,Canada,Non-mortgage debt service ratio,Ratio,6.09,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-04,Canada,"Debt service ratio, interest only",Ratio,11.18,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-04,Canada,"Mortgage debt service ratio, interest only",Ratio,6.33,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-04,Canada,"Non-mortgage debt service ratio, interest only",Ratio,4.85,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-04,Canada,"Of which: consumer debt service ratio, interest only",Ratio,3.76,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-07,Canada,Household income,Dollars,631908.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-07,Canada,Disposable income ,Dollars,404988.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-07,Canada,Plus: Interest paid,Dollars,50484.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-07,Canada,Total debt payments,Dollars,56792.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-07,Canada,Mortgage debt payments,Dollars,30152.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-07,Canada,Non-mortgage debt payments,Dollars,26640.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-07,Canada,Total interest paid,Dollars,50484.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-07,Canada,Mortgage interest paid,Dollars,28464.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-07,Canada,Non-mortgage interest paid,Dollars,22020.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-07,Canada,Of which: consumer debt ,Dollars,17300.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-07,Canada,Debt service ratio,Ratio,12.47,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-07,Canada,Mortgage debt service ratio,Ratio,6.62,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-07,Canada,Non-mortgage debt service ratio,Ratio,5.85,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-07,Canada,"Debt service ratio, interest only",Ratio,11.08,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-07,Canada,"Mortgage debt service ratio, interest only",Ratio,6.25,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-07,Canada,"Non-mortgage debt service ratio, interest only",Ratio,4.83,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-07,Canada,"Of which: consumer debt service ratio, interest only",Ratio,3.8,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-07,Canada,Household income,Dollars,161976.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-07,Canada,Disposable income ,Dollars,106064.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-07,Canada,Plus: Interest paid,Dollars,12699.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-07,Canada,Total debt payments,Dollars,14277.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-07,Canada,Mortgage debt payments,Dollars,7594.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-07,Canada,Non-mortgage debt payments,Dollars,6683.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-07,Canada,Total interest paid,Dollars,12699.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-07,Canada,Mortgage interest paid,Dollars,7157.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-07,Canada,Non-mortgage interest paid,Dollars,5542.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-07,Canada,Of which: consumer debt ,Dollars,4348.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-07,Canada,Debt service ratio,Ratio,12.02,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-07,Canada,Mortgage debt service ratio,Ratio,6.39,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-07,Canada,Non-mortgage debt service ratio,Ratio,5.63,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-07,Canada,"Debt service ratio, interest only",Ratio,10.69,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-07,Canada,"Mortgage debt service ratio, interest only",Ratio,6.03,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-07,Canada,"Non-mortgage debt service ratio, interest only",Ratio,4.67,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-07,Canada,"Of which: consumer debt service ratio, interest only",Ratio,3.66,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-10,Canada,Household income,Dollars,638984.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-10,Canada,Disposable income ,Dollars,412232.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-10,Canada,Plus: Interest paid,Dollars,51148.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-10,Canada,Total debt payments,Dollars,56956.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-10,Canada,Mortgage debt payments,Dollars,30748.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-10,Canada,Non-mortgage debt payments,Dollars,26208.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-10,Canada,Total interest paid,Dollars,51148.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-10,Canada,Mortgage interest paid,Dollars,29020.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-10,Canada,Non-mortgage interest paid,Dollars,22128.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-10,Canada,Of which: consumer debt ,Dollars,17504.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-10,Canada,Debt service ratio,Ratio,12.29,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-10,Canada,Mortgage debt service ratio,Ratio,6.64,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-10,Canada,Non-mortgage debt service ratio,Ratio,5.66,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-10,Canada,"Debt service ratio, interest only",Ratio,11.04,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-10,Canada,"Mortgage debt service ratio, interest only",Ratio,6.26,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-10,Canada,"Non-mortgage debt service ratio, interest only",Ratio,4.78,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-10,Canada,"Of which: consumer debt service ratio, interest only",Ratio,3.78,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-10,Canada,Household income,Dollars,160437.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-10,Canada,Disposable income ,Dollars,102730.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-10,Canada,Plus: Interest paid,Dollars,13002.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-10,Canada,Total debt payments,Dollars,14414.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-10,Canada,Mortgage debt payments,Dollars,7839.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-10,Canada,Non-mortgage debt payments,Dollars,6575.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-10,Canada,Total interest paid,Dollars,13002.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-10,Canada,Mortgage interest paid,Dollars,7406.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-10,Canada,Non-mortgage interest paid,Dollars,5596.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-10,Canada,Of which: consumer debt ,Dollars,4443.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-10,Canada,Debt service ratio,Ratio,12.45,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-10,Canada,Mortgage debt service ratio,Ratio,6.77,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-10,Canada,Non-mortgage debt service ratio,Ratio,5.68,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-10,Canada,"Debt service ratio, interest only",Ratio,11.23,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-10,Canada,"Mortgage debt service ratio, interest only",Ratio,6.4,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-10,Canada,"Non-mortgage debt service ratio, interest only",Ratio,4.84,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1990-10,Canada,"Of which: consumer debt service ratio, interest only",Ratio,3.84,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-01,Canada,Household income,Dollars,640844.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-01,Canada,Disposable income ,Dollars,417232.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-01,Canada,Plus: Interest paid,Dollars,51488.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-01,Canada,Total debt payments,Dollars,57136.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-01,Canada,Mortgage debt payments,Dollars,31884.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-01,Canada,Non-mortgage debt payments,Dollars,25252.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-01,Canada,Total interest paid,Dollars,51488.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-01,Canada,Mortgage interest paid,Dollars,30108.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-01,Canada,Non-mortgage interest paid,Dollars,21380.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-01,Canada,Of which: consumer debt ,Dollars,17092.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-01,Canada,Debt service ratio,Ratio,12.19,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-01,Canada,Mortgage debt service ratio,Ratio,6.8,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-01,Canada,Non-mortgage debt service ratio,Ratio,5.39,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-01,Canada,"Debt service ratio, interest only",Ratio,10.98,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-01,Canada,"Mortgage debt service ratio, interest only",Ratio,6.42,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-01,Canada,"Non-mortgage debt service ratio, interest only",Ratio,4.56,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-01,Canada,"Of which: consumer debt service ratio, interest only",Ratio,3.65,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-01,Canada,Household income,Dollars,155879.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-01,Canada,Disposable income ,Dollars,101731.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-01,Canada,Plus: Interest paid,Dollars,12765.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-01,Canada,Total debt payments,Dollars,14154.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-01,Canada,Mortgage debt payments,Dollars,7884.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-01,Canada,Non-mortgage debt payments,Dollars,6270.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-01,Canada,Total interest paid,Dollars,12765.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-01,Canada,Mortgage interest paid,Dollars,7432.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-01,Canada,Non-mortgage interest paid,Dollars,5333.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-01,Canada,Of which: consumer debt ,Dollars,4278.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-01,Canada,Debt service ratio,Ratio,12.36,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-01,Canada,Mortgage debt service ratio,Ratio,6.89,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-01,Canada,Non-mortgage debt service ratio,Ratio,5.48,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-01,Canada,"Debt service ratio, interest only",Ratio,11.15,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-01,Canada,"Mortgage debt service ratio, interest only",Ratio,6.49,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-01,Canada,"Non-mortgage debt service ratio, interest only",Ratio,4.66,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-01,Canada,"Of which: consumer debt service ratio, interest only",Ratio,3.74,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-04,Canada,Household income,Dollars,648248.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-04,Canada,Disposable income ,Dollars,412040.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-04,Canada,Plus: Interest paid,Dollars,50612.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-04,Canada,Total debt payments,Dollars,56140.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-04,Canada,Mortgage debt payments,Dollars,32156.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-04,Canada,Non-mortgage debt payments,Dollars,23984.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-04,Canada,Total interest paid,Dollars,50612.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-04,Canada,Mortgage interest paid,Dollars,30260.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-04,Canada,Non-mortgage interest paid,Dollars,20352.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-04,Canada,Of which: consumer debt ,Dollars,16324.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-04,Canada,Debt service ratio,Ratio,12.13,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-04,Canada,Mortgage debt service ratio,Ratio,6.95,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-04,Canada,Non-mortgage debt service ratio,Ratio,5.18,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-04,Canada,"Debt service ratio, interest only",Ratio,10.94,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-04,Canada,"Mortgage debt service ratio, interest only",Ratio,6.54,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-04,Canada,"Non-mortgage debt service ratio, interest only",Ratio,4.4,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-04,Canada,"Of which: consumer debt service ratio, interest only",Ratio,3.53,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-04,Canada,Household income,Dollars,161528.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-04,Canada,Disposable income ,Dollars,101234.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-04,Canada,Plus: Interest paid,Dollars,12472.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-04,Canada,Total debt payments,Dollars,13929.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-04,Canada,Mortgage debt payments,Dollars,7930.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-04,Canada,Non-mortgage debt payments,Dollars,5999.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-04,Canada,Total interest paid,Dollars,12472.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-04,Canada,Mortgage interest paid,Dollars,7458.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-04,Canada,Non-mortgage interest paid,Dollars,5014.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-04,Canada,Of which: consumer debt ,Dollars,3996.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-04,Canada,Debt service ratio,Ratio,12.25,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-04,Canada,Mortgage debt service ratio,Ratio,6.97,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-04,Canada,Non-mortgage debt service ratio,Ratio,5.28,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-04,Canada,"Debt service ratio, interest only",Ratio,10.97,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-04,Canada,"Mortgage debt service ratio, interest only",Ratio,6.56,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-04,Canada,"Non-mortgage debt service ratio, interest only",Ratio,4.41,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-04,Canada,"Of which: consumer debt service ratio, interest only",Ratio,3.51,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-07,Canada,Household income,Dollars,652668.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-07,Canada,Disposable income ,Dollars,420200.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-07,Canada,Plus: Interest paid,Dollars,50052.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-07,Canada,Total debt payments,Dollars,56192.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-07,Canada,Mortgage debt payments,Dollars,32356.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-07,Canada,Non-mortgage debt payments,Dollars,23836.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-07,Canada,Total interest paid,Dollars,50052.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-07,Canada,Mortgage interest paid,Dollars,30360.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-07,Canada,Non-mortgage interest paid,Dollars,19692.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-07,Canada,Of which: consumer debt ,Dollars,15860.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-07,Canada,Debt service ratio,Ratio,11.95,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-07,Canada,Mortgage debt service ratio,Ratio,6.88,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-07,Canada,Non-mortgage debt service ratio,Ratio,5.07,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-07,Canada,"Debt service ratio, interest only",Ratio,10.64,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-07,Canada,"Mortgage debt service ratio, interest only",Ratio,6.46,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-07,Canada,"Non-mortgage debt service ratio, interest only",Ratio,4.19,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-07,Canada,"Of which: consumer debt service ratio, interest only",Ratio,3.37,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-07,Canada,Household income,Dollars,167023.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-07,Canada,Disposable income ,Dollars,109759.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-07,Canada,Plus: Interest paid,Dollars,12595.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-07,Canada,Total debt payments,Dollars,14100.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-07,Canada,Mortgage debt payments,Dollars,8121.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-07,Canada,Non-mortgage debt payments,Dollars,5979.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-07,Canada,Total interest paid,Dollars,12595.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-07,Canada,Mortgage interest paid,Dollars,7638.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-07,Canada,Non-mortgage interest paid,Dollars,4957.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-07,Canada,Of which: consumer debt ,Dollars,3990.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-07,Canada,Debt service ratio,Ratio,11.52,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
1991-07,Canada,Mortgage debt service ratio,Ratio,6.64,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
