date,geography,indicator_name,unit,value,source,frequency
2014-04,Canada,"Debt service ratio, interest only",Ratio,6.69,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-04,Canada,"Mortgage debt service ratio, interest only",Ratio,3.57,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-04,Canada,"Non-mortgage debt service ratio, interest only",Ratio,3.12,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-04,Canada,"Of which: consumer debt service ratio, interest only",Ratio,2.77,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-04,Canada,Household income,Dollars,399876.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-04,Canada,Disposable income ,Dollars,261757.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-04,Canada,Plus: Interest paid,Dollars,18857.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-04,Canada,Total debt payments,Dollars,39614.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-04,Canada,Mortgage debt payments,Dollars,18256.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-04,Canada,Non-mortgage debt payments,Dollars,21358.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-04,Canada,Total interest paid,Dollars,18857.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-04,Canada,Mortgage interest paid,Dollars,10022.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-04,Canada,Non-mortgage interest paid,Dollars,8835.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-04,Canada,Of which: consumer debt ,Dollars,7830.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-04,Canada,Debt service ratio,Ratio,14.12,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-04,Canada,Mortgage debt service ratio,Ratio,6.51,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-04,Canada,Non-mortgage debt service ratio,Ratio,7.61,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-04,Canada,"Debt service ratio, interest only",Ratio,6.72,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-04,Canada,"Mortgage debt service ratio, interest only",Ratio,3.57,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-04,Canada,"Non-mortgage debt service ratio, interest only",Ratio,3.15,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-04,Canada,"Of which: consumer debt service ratio, interest only",Ratio,2.79,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-07,Canada,Household income,Dollars,1625304.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-07,Canada,Disposable income ,Dollars,1091132.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-07,Canada,Plus: Interest paid,Dollars,77516.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-07,Canada,Total debt payments,Dollars,162508.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-07,Canada,Mortgage debt payments,Dollars,74656.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-07,Canada,Non-mortgage debt payments,Dollars,87852.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-07,Canada,Total interest paid,Dollars,77516.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-07,Canada,Mortgage interest paid,Dollars,41256.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-07,Canada,Non-mortgage interest paid,Dollars,36260.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-07,Canada,Of which: consumer debt ,Dollars,32176.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-07,Canada,Debt service ratio,Ratio,13.91,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-07,Canada,Mortgage debt service ratio,Ratio,6.39,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-07,Canada,Non-mortgage debt service ratio,Ratio,7.52,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-07,Canada,"Debt service ratio, interest only",Ratio,6.63,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-07,Canada,"Mortgage debt service ratio, interest only",Ratio,3.53,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-07,Canada,"Non-mortgage debt service ratio, interest only",Ratio,3.1,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-07,Canada,"Of which: consumer debt service ratio, interest only",Ratio,2.75,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-07,Canada,Household income,Dollars,411804.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-07,Canada,Disposable income ,Dollars,283241.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-07,Canada,Plus: Interest paid,Dollars,19532.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-07,Canada,Total debt payments,Dollars,40720.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-07,Canada,Mortgage debt payments,Dollars,18737.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-07,Canada,Non-mortgage debt payments,Dollars,21983.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-07,Canada,Total interest paid,Dollars,19532.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-07,Canada,Mortgage interest paid,Dollars,10415.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-07,Canada,Non-mortgage interest paid,Dollars,9117.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-07,Canada,Of which: consumer debt ,Dollars,8095.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-07,Canada,Debt service ratio,Ratio,13.45,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-07,Canada,Mortgage debt service ratio,Ratio,6.19,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-07,Canada,Non-mortgage debt service ratio,Ratio,7.26,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-07,Canada,"Debt service ratio, interest only",Ratio,6.45,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-07,Canada,"Mortgage debt service ratio, interest only",Ratio,3.44,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-07,Canada,"Non-mortgage debt service ratio, interest only",Ratio,3.01,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-07,Canada,"Of which: consumer debt service ratio, interest only",Ratio,2.67,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-10,Canada,Household income,Dollars,1638136.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-10,Canada,Disposable income ,Dollars,1094480.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-10,Canada,Plus: Interest paid,Dollars,78252.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-10,Canada,Total debt payments,Dollars,165300.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-10,Canada,Mortgage debt payments,Dollars,75484.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-10,Canada,Non-mortgage debt payments,Dollars,89816.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-10,Canada,Total interest paid,Dollars,78252.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-10,Canada,Mortgage interest paid,Dollars,41464.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-10,Canada,Non-mortgage interest paid,Dollars,36788.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-10,Canada,Of which: consumer debt ,Dollars,32652.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-10,Canada,Debt service ratio,Ratio,14.1,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-10,Canada,Mortgage debt service ratio,Ratio,6.44,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-10,Canada,Non-mortgage debt service ratio,Ratio,7.66,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-10,Canada,"Debt service ratio, interest only",Ratio,6.67,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-10,Canada,"Mortgage debt service ratio, interest only",Ratio,3.54,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-10,Canada,"Non-mortgage debt service ratio, interest only",Ratio,3.14,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-10,Canada,"Of which: consumer debt service ratio, interest only",Ratio,2.78,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-10,Canada,Household income,Dollars,412282.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-10,Canada,Disposable income ,Dollars,281742.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-10,Canada,Plus: Interest paid,Dollars,19666.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-10,Canada,Total debt payments,Dollars,41538.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-10,Canada,Mortgage debt payments,Dollars,18955.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-10,Canada,Non-mortgage debt payments,Dollars,22583.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-10,Canada,Total interest paid,Dollars,19666.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-10,Canada,Mortgage interest paid,Dollars,10429.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-10,Canada,Non-mortgage interest paid,Dollars,9237.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-10,Canada,Of which: consumer debt ,Dollars,8201.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-10,Canada,Debt service ratio,Ratio,13.78,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-10,Canada,Mortgage debt service ratio,Ratio,6.29,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-10,Canada,Non-mortgage debt service ratio,Ratio,7.49,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-10,Canada,"Debt service ratio, interest only",Ratio,6.52,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-10,Canada,"Mortgage debt service ratio, interest only",Ratio,3.46,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-10,Canada,"Non-mortgage debt service ratio, interest only",Ratio,3.06,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2014-10,Canada,"Of which: consumer debt service ratio, interest only",Ratio,2.72,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-01,Canada,Household income,Dollars,1665948.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-01,Canada,Disposable income ,Dollars,1117748.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-01,Canada,Plus: Interest paid,Dollars,78208.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-01,Canada,Total debt payments,Dollars,167176.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-01,Canada,Mortgage debt payments,Dollars,76196.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-01,Canada,Non-mortgage debt payments,Dollars,90980.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-01,Canada,Total interest paid,Dollars,78208.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-01,Canada,Mortgage interest paid,Dollars,41424.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-01,Canada,Non-mortgage interest paid,Dollars,36784.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-01,Canada,Of which: consumer debt ,Dollars,32492.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-01,Canada,Debt service ratio,Ratio,13.98,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-01,Canada,Mortgage debt service ratio,Ratio,6.37,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-01,Canada,Non-mortgage debt service ratio,Ratio,7.61,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-01,Canada,"Debt service ratio, interest only",Ratio,6.54,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-01,Canada,"Mortgage debt service ratio, interest only",Ratio,3.46,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-01,Canada,"Non-mortgage debt service ratio, interest only",Ratio,3.08,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-01,Canada,"Of which: consumer debt service ratio, interest only",Ratio,2.72,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-01,Canada,Household income,Dollars,410000.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-01,Canada,Disposable income ,Dollars,266792.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-01,Canada,Plus: Interest paid,Dollars,19664.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-01,Canada,Total debt payments,Dollars,41841.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-01,Canada,Mortgage debt payments,Dollars,19086.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-01,Canada,Non-mortgage debt payments,Dollars,22755.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-01,Canada,Total interest paid,Dollars,19664.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-01,Canada,Mortgage interest paid,Dollars,10369.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-01,Canada,Non-mortgage interest paid,Dollars,9296.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-01,Canada,Of which: consumer debt ,Dollars,8267.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-01,Canada,Debt service ratio,Ratio,14.61,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-01,Canada,Mortgage debt service ratio,Ratio,6.66,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-01,Canada,Non-mortgage debt service ratio,Ratio,7.94,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-01,Canada,"Debt service ratio, interest only",Ratio,6.86,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-01,Canada,"Mortgage debt service ratio, interest only",Ratio,3.62,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-01,Canada,"Non-mortgage debt service ratio, interest only",Ratio,3.25,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-01,Canada,"Of which: consumer debt service ratio, interest only",Ratio,2.89,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-04,Canada,Household income,Dollars,1685208.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-04,Canada,Disposable income ,Dollars,1127520.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-04,Canada,Plus: Interest paid,Dollars,76780.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-04,Canada,Total debt payments,Dollars,167376.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-04,Canada,Mortgage debt payments,Dollars,76452.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-04,Canada,Non-mortgage debt payments,Dollars,90924.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-04,Canada,Total interest paid,Dollars,76780.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-04,Canada,Mortgage interest paid,Dollars,39888.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-04,Canada,Non-mortgage interest paid,Dollars,36888.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-04,Canada,Of which: consumer debt ,Dollars,32332.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-04,Canada,Debt service ratio,Ratio,13.9,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-04,Canada,Mortgage debt service ratio,Ratio,6.35,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-04,Canada,Non-mortgage debt service ratio,Ratio,7.55,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-04,Canada,"Debt service ratio, interest only",Ratio,6.38,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-04,Canada,"Mortgage debt service ratio, interest only",Ratio,3.31,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-04,Canada,"Non-mortgage debt service ratio, interest only",Ratio,3.06,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-04,Canada,"Of which: consumer debt service ratio, interest only",Ratio,2.68,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-04,Canada,Household income,Dollars,418501.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-04,Canada,Disposable income ,Dollars,274022.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-04,Canada,Plus: Interest paid,Dollars,18802.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-04,Canada,Total debt payments,Dollars,41490.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-04,Canada,Mortgage debt payments,Dollars,18915.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-04,Canada,Non-mortgage debt payments,Dollars,22575.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-04,Canada,Total interest paid,Dollars,18802.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-04,Canada,Mortgage interest paid,Dollars,9760.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-04,Canada,Non-mortgage interest paid,Dollars,9042.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-04,Canada,Of which: consumer debt ,Dollars,7946.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-04,Canada,Debt service ratio,Ratio,14.17,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-04,Canada,Mortgage debt service ratio,Ratio,6.46,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-04,Canada,Non-mortgage debt service ratio,Ratio,7.71,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-04,Canada,"Debt service ratio, interest only",Ratio,6.42,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-04,Canada,"Mortgage debt service ratio, interest only",Ratio,3.33,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-04,Canada,"Non-mortgage debt service ratio, interest only",Ratio,3.09,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-04,Canada,"Of which: consumer debt service ratio, interest only",Ratio,2.71,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-07,Canada,Household income,Dollars,1697072.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-07,Canada,Disposable income ,Dollars,1136328.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-07,Canada,Plus: Interest paid,Dollars,77248.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-07,Canada,Total debt payments,Dollars,167600.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-07,Canada,Mortgage debt payments,Dollars,77368.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-07,Canada,Non-mortgage debt payments,Dollars,90232.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-07,Canada,Total interest paid,Dollars,77248.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-07,Canada,Mortgage interest paid,Dollars,39860.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-07,Canada,Non-mortgage interest paid,Dollars,37388.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-07,Canada,Of which: consumer debt ,Dollars,33508.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-07,Canada,Debt service ratio,Ratio,13.81,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-07,Canada,Mortgage debt service ratio,Ratio,6.38,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-07,Canada,Non-mortgage debt service ratio,Ratio,7.44,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-07,Canada,"Debt service ratio, interest only",Ratio,6.37,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-07,Canada,"Mortgage debt service ratio, interest only",Ratio,3.28,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-07,Canada,"Non-mortgage debt service ratio, interest only",Ratio,3.08,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-07,Canada,"Of which: consumer debt service ratio, interest only",Ratio,2.76,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-07,Canada,Household income,Dollars,430495.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-07,Canada,Disposable income ,Dollars,296479.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-07,Canada,Plus: Interest paid,Dollars,19454.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-07,Canada,Total debt payments,Dollars,41986.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-07,Canada,Mortgage debt payments,Dollars,19399.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-07,Canada,Non-mortgage debt payments,Dollars,22587.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-07,Canada,Total interest paid,Dollars,19454.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-07,Canada,Mortgage interest paid,Dollars,10052.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-07,Canada,Non-mortgage interest paid,Dollars,9401.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-07,Canada,Of which: consumer debt ,Dollars,8316.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-07,Canada,Debt service ratio,Ratio,13.29,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-07,Canada,Mortgage debt service ratio,Ratio,6.14,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-07,Canada,Non-mortgage debt service ratio,Ratio,7.15,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-07,Canada,"Debt service ratio, interest only",Ratio,6.16,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-07,Canada,"Mortgage debt service ratio, interest only",Ratio,3.18,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-07,Canada,"Non-mortgage debt service ratio, interest only",Ratio,2.98,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-07,Canada,"Of which: consumer debt service ratio, interest only",Ratio,2.63,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-10,Canada,Household income,Dollars,1708408.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-10,Canada,Disposable income ,Dollars,1137924.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-10,Canada,Plus: Interest paid,Dollars,77076.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-10,Canada,Total debt payments,Dollars,167820.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-10,Canada,Mortgage debt payments,Dollars,78380.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-10,Canada,Non-mortgage debt payments,Dollars,89440.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-10,Canada,Total interest paid,Dollars,77076.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-10,Canada,Mortgage interest paid,Dollars,39804.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-10,Canada,Non-mortgage interest paid,Dollars,37272.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-10,Canada,Of which: consumer debt ,Dollars,32808.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-10,Canada,Debt service ratio,Ratio,13.81,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-10,Canada,Mortgage debt service ratio,Ratio,6.45,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-10,Canada,Non-mortgage debt service ratio,Ratio,7.36,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-10,Canada,"Debt service ratio, interest only",Ratio,6.34,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-10,Canada,"Mortgage debt service ratio, interest only",Ratio,3.28,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-10,Canada,"Non-mortgage debt service ratio, interest only",Ratio,3.07,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-10,Canada,"Of which: consumer debt service ratio, interest only",Ratio,2.7,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-10,Canada,Household income,Dollars,430163.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-10,Canada,Disposable income ,Dollars,292587.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-10,Canada,Plus: Interest paid,Dollars,19408.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-10,Canada,Total debt payments,Dollars,42176.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-10,Canada,Mortgage debt payments,Dollars,19699.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-10,Canada,Non-mortgage debt payments,Dollars,22477.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-10,Canada,Total interest paid,Dollars,19408.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-10,Canada,Mortgage interest paid,Dollars,10063.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-10,Canada,Non-mortgage interest paid,Dollars,9344.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-10,Canada,Of which: consumer debt ,Dollars,8256.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-10,Canada,Debt service ratio,Ratio,13.52,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-10,Canada,Mortgage debt service ratio,Ratio,6.31,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-10,Canada,Non-mortgage debt service ratio,Ratio,7.2,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-10,Canada,"Debt service ratio, interest only",Ratio,6.22,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-10,Canada,"Mortgage debt service ratio, interest only",Ratio,3.23,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-10,Canada,"Non-mortgage debt service ratio, interest only",Ratio,2.99,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2015-10,Canada,"Of which: consumer debt service ratio, interest only",Ratio,2.65,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2016-01,Canada,Household income,Dollars,1683472.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2016-01,Canada,Disposable income ,Dollars,1107644.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2016-01,Canada,Plus: Interest paid,Dollars,77260.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2016-01,Canada,Total debt payments,Dollars,167952.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2016-01,Canada,Mortgage debt payments,Dollars,78500.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2016-01,Canada,Non-mortgage debt payments,Dollars,89452.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2016-01,Canada,Total interest paid,Dollars,77260.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
2016-01,Canada,Mortgage interest paid,Dollars,39216.0,Statistics Canada Table 11-10-0065-01,Monthly/Quarterly
