date,geography,debt_service_ratio,debt_service_ratio_interest_only,disposable_income,household_income,mortgage_debt_payments,mortgage_debt_service_ratio,mortgage_debt_service_ratio_interest_only,mortgage_interest_paid,non_mortgage_debt_payments,non_mortgage_debt_service_ratio,non_mortgage_debt_service_ratio_interest_only,non_mortgage_interest_paid,consumer_debt,consumer_debt_service_ratio_interest_only,interest_paid,total_debt_payments,total_interest_paid,consumer_credit_mortgage_liabilities_to_income,consumer_credit_mortgage_liabilities_to_net_worth,credit_market_debt_to_disposable_income,credit_market_debt_to_net_worth,debt_to_disposable_income,debt_to_gdp,debt_to_net_worth,debt_to_total_assets,effective_interest_cost_mortgage_loans,effective_interest_cost_non_mortgage_loans,effective_interest_cost_total_loans,disposable_income_growth_yoy,debt_to_income_change_yoy,debt_service_ratio_change_yoy,interest_cost_change_yoy,dsr_score,debt_income_score,interest_pressure_score,income_pressure_score,risk_score,risk_category,suggested_action
2008-01-01,Canada,14.82,8.97,843608.0,1321476.0,57588.0,6.21,4.46,41316.0,79712.0,8.6,4.51,41768.0,36916.0,3.98,83084.0,137300.0,83084.0,139.74,19.67,147.86,20.81,149.83,81.39,21.09,17.41,1.28,2.2,1.62,3.8593553788195845,8.51000000000002,0.6600000000000001,0.0,65,20,45.0,45.0,44.5,Moderate Risk,Increase monitoring of household credit stress indicators
2008-04-01,Canada,14.66,8.8,858020.0,1321288.0,58520.0,6.22,4.36,40984.0,79384.0,8.44,4.45,41836.0,37228.0,3.96,82820.0,137904.0,82820.0,141.68,19.58,149.89,20.71,152.05,82.79,21.01,17.36,1.23,2.08,1.55,5.876633152187316,7.240000000000009,0.120000000000001,-0.050000000000000044,65,20,20.0,20.0,35.75,Low Risk,Continue standard monitoring
2008-07-01,Canada,14.5,8.64,874716.0,1333848.0,59316.0,6.2,4.34,41512.0,79488.0,8.3,4.3,41164.0,36668.0,3.83,82676.0,138804.0,82676.0,142.67,21.12,150.81,22.33,153.03,83.22,22.66,18.47,1.22,2.05,1.53,7.391947040421942,6.009999999999991,-0.3800000000000008,-0.09000000000000008,65,20,20.0,20.0,35.75,Low Risk,Continue standard monitoring
2008-10-01,Canada,14.37,8.3,873268.0,1328292.0,58192.0,6.11,4.05,38560.0,78648.0,8.26,4.26,40532.0,36312.0,3.81,79092.0,136840.0,79092.0,143.08,22.07,151.18,23.32,153.31,83.99,23.64,19.12,1.12,2.03,1.46,5.452376237145518,4.6200000000000045,-0.6300000000000008,-0.19999999999999996,65,20,20.0,20.0,35.75,Low Risk,Continue standard monitoring
2009-01-01,Canada,14.19,7.97,869928.0,1322648.0,58648.0,6.2,4.02,37984.0,75492.0,7.99,3.95,37332.0,33724.0,3.57,75316.0,134140.0,75316.0,144.2,22.59,152.15,23.83,154.15,85.58,24.15,19.45,1.07,1.84,1.35,3.119932480488563,4.319999999999993,-0.6300000000000008,-0.27,65,20,20.0,45.0,39.5,Low Risk,Continue standard monitoring
2009-04-01,Canada,14.09,7.63,874224.0,1316688.0,58956.0,6.23,3.96,37448.0,74428.0,7.86,3.67,34760.0,31444.0,3.32,72208.0,133384.0,72208.0,147.18,21.92,155.22,23.12,157.51,89.32,23.46,19.0,1.05,1.61,1.26,1.8885340668049588,5.4599999999999795,-0.5700000000000003,-0.29000000000000004,65,20,20.0,65.0,42.5,Moderate Risk,Increase monitoring of household credit stress indicators
2009-07-01,Canada,13.87,7.47,891036.0,1327080.0,59512.0,6.18,3.95,38076.0,74004.0,7.69,3.51,33844.0,30672.0,3.19,71920.0,133516.0,71920.0,150.22,21.61,158.29,22.77,160.41,93.22,23.07,18.75,1.03,1.58,1.24,1.8657484257747603,7.3799999999999955,-0.6300000000000008,-0.29000000000000004,45,45,20.0,65.0,43.0,Moderate Risk,Increase monitoring of household credit stress indicators
2009-10-01,Canada,13.82,7.34,903940.0,1336012.0,60116.0,6.16,3.88,37868.0,74664.0,7.65,3.46,33772.0,30604.0,3.14,71640.0,134780.0,71640.0,152.58,21.77,160.48,22.9,162.59,95.49,23.2,18.83,1.02,1.57,1.23,3.5123238226981934,9.280000000000001,-0.5499999999999989,-0.22999999999999998,45,45,20.0,45.0,40.0,Moderate Risk,Increase monitoring of household credit stress indicators
2010-01-01,Canada,13.76,7.24,925300.0,1345604.0,60724.0,6.09,3.8,37920.0,76532.0,7.67,3.44,34264.0,31008.0,3.11,72184.0,137256.0,72184.0,151.0,21.46,159.04,22.6,161.07,95.09,22.89,18.62,0.98,1.59,1.2,6.365124470071093,6.9199999999999875,-0.4299999999999997,-0.15000000000000013,45,45,20.0,20.0,36.25,Low Risk,Continue standard monitoring
2010-04-01,Canada,14.11,7.45,913868.0,1363764.0,61592.0,6.24,3.92,38676.0,77720.0,7.87,3.54,34912.0,31380.0,3.18,73588.0,139312.0,73588.0,152.77,21.95,160.87,23.12,163.21,95.83,23.45,19.0,0.97,1.56,1.18,4.534764545471193,5.700000000000017,0.019999999999999574,-0.08000000000000007,65,45,20.0,45.0,47.0,Moderate Risk,Increase monitoring of household credit stress indicators
2010-07-01,Canada,14.1,7.32,928072.0,1376060.0,62344.0,6.23,3.82,38240.0,78820.0,7.87,3.5,35036.0,31428.0,3.14,73276.0,141164.0,73276.0,154.02,21.55,162.1,22.68,164.27,95.84,22.99,18.69,0.98,1.58,1.2,4.156509950215259,3.8600000000000136,0.23000000000000043,-0.040000000000000036,65,45,20.0,45.0,47.0,Moderate Risk,Increase monitoring of household credit stress indicators
2010-10-01,Canada,14.04,7.3,945124.0,1402528.0,63356.0,6.21,3.83,39092.0,79752.0,7.82,3.47,35368.0,31648.0,3.1,74460.0,143108.0,74460.0,154.59,21.29,162.48,22.38,164.71,95.52,22.69,18.49,0.99,1.59,1.2,4.556054605394166,2.1200000000000045,0.21999999999999886,-0.030000000000000027,65,45,20.0,45.0,47.0,Moderate Risk,Increase monitoring of household credit stress indicators
2011-01-01,Canada,14.09,7.43,950388.0,1417848.0,64116.0,6.25,3.85,39504.0,80592.0,7.85,3.58,36784.0,32996.0,3.21,76288.0,144708.0,76288.0,154.54,21.0,162.54,22.08,164.82,94.93,22.39,18.3,0.96,1.65,1.2,2.711336863719871,3.75,0.33000000000000007,0.0,65,45,45.0,45.0,52.0,Moderate Risk,Increase monitoring of household credit stress indicators
2011-04-01,Canada,14.18,7.27,953648.0,1431612.0,64544.0,6.28,3.82,39328.0,81328.0,7.91,3.44,35412.0,31612.0,3.07,74740.0,145872.0,74740.0,156.02,21.22,163.92,22.3,166.19,95.5,22.61,18.44,0.93,1.52,1.14,4.352926243177357,2.9799999999999898,0.07000000000000028,-0.040000000000000036,65,45,20.0,45.0,47.0,Moderate Risk,Increase monitoring of household credit stress indicators
2011-07-01,Canada,14.14,7.24,962860.0,1445464.0,65032.0,6.27,3.74,38772.0,81732.0,7.87,3.5,36328.0,32620.0,3.14,75100.0,146764.0,75100.0,157.06,21.79,164.76,22.85,166.92,95.4,23.15,18.8,0.91,1.59,1.15,3.7484160711668935,2.6499999999999773,0.040000000000000924,-0.050000000000000044,65,45,20.0,45.0,47.0,Moderate Risk,Increase monitoring of household credit stress indicators
2011-10-01,Canada,14.02,7.12,981496.0,1456528.0,65924.0,6.24,3.67,38740.0,82280.0,7.79,3.46,36532.0,32736.0,3.1,75272.0,148204.0,75272.0,156.65,21.5,164.52,22.59,166.79,94.87,22.9,18.63,0.91,1.59,1.15,3.848383915761322,2.079999999999984,-0.019999999999999574,-0.050000000000000044,65,45,20.0,45.0,47.0,Moderate Risk,Increase monitoring of household credit stress indicators
2012-01-01,Canada,13.95,7.03,989444.0,1479616.0,66224.0,6.22,3.66,38940.0,82240.0,7.73,3.37,35864.0,32048.0,3.01,74804.0,148464.0,74804.0,155.67,20.99,163.65,22.07,165.94,94.43,22.38,18.28,0.9,1.58,1.13,4.109479496794988,1.1200000000000045,-0.14000000000000057,-0.07000000000000006,45,45,20.0,45.0,40.0,Moderate Risk,Increase monitoring of household credit stress indicators
2012-04-01,Canada,14.02,7.07,994088.0,1492748.0,67308.0,6.29,3.66,39128.0,82708.0,7.73,3.41,36504.0,32580.0,3.05,75632.0,150016.0,75632.0,156.86,21.1,164.87,22.17,167.19,95.15,22.49,18.36,0.86,1.54,1.09,4.24055836115631,1.0,-0.16000000000000014,-0.04999999999999982,65,45,20.0,45.0,47.0,Moderate Risk,Increase monitoring of household credit stress indicators
2012-07-01,Canada,13.98,7.0,1006960.0,1508396.0,68024.0,6.28,3.65,39468.0,83300.0,7.69,3.35,36284.0,32428.0,3.0,75752.0,151324.0,75752.0,157.59,21.0,165.43,22.05,167.63,95.84,22.34,18.26,0.88,1.55,1.11,4.580105103545695,0.710000000000008,-0.16000000000000014,-0.039999999999999813,45,45,20.0,45.0,40.0,Moderate Risk,Increase monitoring of household credit stress indicators
2012-10-01,Canada,13.97,6.88,1014516.0,1522516.0,68780.0,6.31,3.6,39240.0,83360.0,7.65,3.27,35664.0,31868.0,2.93,74904.0,152140.0,74904.0,157.54,20.85,165.23,21.87,167.35,96.05,22.15,18.14,0.87,1.52,1.09,3.364252121251643,0.5600000000000023,-0.049999999999998934,-0.05999999999999983,45,45,20.0,45.0,40.0,Moderate Risk,Increase monitoring of household credit stress indicators
2013-01-01,Canada,13.77,6.82,1036240.0,1542000.0,69548.0,6.25,3.58,39824.0,83584.0,7.52,3.24,36056.0,32172.0,2.89,75880.0,153132.0,75880.0,156.57,20.43,164.33,21.44,166.48,95.85,21.72,17.84,0.87,1.54,1.1,4.729524864469337,0.539999999999992,-0.17999999999999972,-0.029999999999999805,45,45,20.0,45.0,40.0,Moderate Risk,Increase monitoring of household credit stress indicators
2013-04-01,Canada,13.83,6.81,1042016.0,1551472.0,70240.0,6.28,3.56,39776.0,84364.0,7.54,3.25,36380.0,32484.0,2.91,76156.0,154604.0,76156.0,157.5,20.69,165.16,21.7,167.23,96.55,21.97,18.01,0.83,1.5,1.06,4.821303546567313,0.03999999999999204,-0.1899999999999995,-0.030000000000000027,45,45,20.0,45.0,40.0,Moderate Risk,Increase monitoring of household credit stress indicators
2013-07-01,Canada,13.87,6.85,1048424.0,1565760.0,71400.0,6.34,3.6,40568.0,84752.0,7.53,3.25,36536.0,32548.0,2.89,77104.0,156152.0,77104.0,158.1,20.67,165.78,21.68,167.87,96.57,21.95,18.0,0.86,1.52,1.08,4.117740525939451,0.2400000000000091,-0.11000000000000121,-0.030000000000000027,45,45,20.0,45.0,40.0,Moderate Risk,Increase monitoring of household credit stress indicators
2013-10-01,Canada,13.83,6.78,1060496.0,1583824.0,72112.0,6.34,3.57,40632.0,85240.0,7.49,3.21,36468.0,32468.0,2.85,77100.0,157352.0,77100.0,157.88,20.26,165.42,21.23,167.59,96.18,21.51,17.7,0.86,1.5,1.08,4.532210433349504,0.2400000000000091,-0.14000000000000057,-0.010000000000000009,45,45,20.0,45.0,40.0,Moderate Risk,Increase monitoring of household credit stress indicators
2014-01-01,Canada,13.84,6.73,1067684.0,1594888.0,73220.0,6.4,3.59,41124.0,85232.0,7.45,3.13,35864.0,31824.0,2.78,76988.0,158452.0,76988.0,157.38,19.73,165.03,20.69,167.29,95.4,20.97,17.34,0.86,1.49,1.07,3.034432177873847,0.8100000000000023,0.07000000000000028,-0.030000000000000027,45,45,20.0,45.0,40.0,Moderate Risk,Increase monitoring of household credit stress indicators
2014-04-01,Canada,13.88,6.69,1073324.0,1607092.0,73640.0,6.4,3.57,41032.0,86064.0,7.48,3.12,35940.0,31904.0,2.77,76972.0,159704.0,76972.0,158.41,19.55,165.96,20.48,168.23,95.42,20.76,17.19,0.82,1.44,1.02,3.0045603906273977,1.0,0.05000000000000071,-0.040000000000000036,45,45,20.0,45.0,40.0,Moderate Risk,Increase monitoring of household credit stress indicators
2014-07-01,Canada,13.91,6.63,1091132.0,1625304.0,74656.0,6.39,3.53,41256.0,87852.0,7.52,3.1,36260.0,32176.0,2.75,77516.0,162508.0,77516.0,159.75,19.67,167.4,20.61,169.71,95.88,20.89,17.28,0.84,1.46,1.04,4.073542765140825,1.8400000000000034,0.040000000000000924,-0.040000000000000036,45,45,20.0,45.0,40.0,Moderate Risk,Increase monitoring of household credit stress indicators
2014-10-01,Canada,14.1,6.67,1094480.0,1638136.0,75484.0,6.44,3.54,41464.0,89816.0,7.66,3.14,36788.0,32652.0,2.78,78252.0,165300.0,78252.0,159.76,19.59,167.46,20.53,169.69,95.96,20.8,17.22,0.83,1.47,1.04,3.204538253798228,2.0999999999999943,0.2699999999999996,-0.040000000000000036,65,45,20.0,45.0,47.0,Moderate Risk,Increase monitoring of household credit stress indicators
2015-01-01,Canada,13.98,6.54,1117748.0,1665948.0,76196.0,6.37,3.46,41424.0,90980.0,7.61,3.08,36784.0,32492.0,2.72,78208.0,167176.0,78208.0,158.94,19.08,166.68,20.01,168.93,96.26,20.28,16.86,0.81,1.48,1.04,4.68902783969789,1.6400000000000148,0.14000000000000057,-0.030000000000000027,45,45,20.0,45.0,40.0,Moderate Risk,Increase monitoring of household credit stress indicators
2015-04-01,Canada,13.9,6.38,1127520.0,1685208.0,76452.0,6.35,3.31,39888.0,90924.0,7.55,3.06,36888.0,32332.0,2.68,76780.0,167376.0,76780.0,160.1,19.34,168.25,20.33,170.42,98.19,20.59,17.07,0.75,1.42,0.97,5.049360677670478,2.1899999999999977,0.019999999999999574,-0.050000000000000044,45,45,20.0,20.0,36.25,Low Risk,Continue standard monitoring
2015-07-01,Canada,13.81,6.37,1136328.0,1697072.0,77368.0,6.38,3.28,39860.0,90232.0,7.44,3.08,37388.0,33508.0,2.76,77248.0,167600.0,77248.0,161.48,19.76,169.56,20.75,171.7,100.08,21.01,17.37,0.76,1.46,0.99,4.1421202934200485,1.9899999999999807,-0.09999999999999964,-0.050000000000000044,45,45,20.0,45.0,40.0,Moderate Risk,Increase monitoring of household credit stress indicators
2015-10-01,Canada,13.81,6.34,1137924.0,1708408.0,78380.0,6.45,3.28,39804.0,89440.0,7.36,3.07,37272.0,32808.0,2.7,77076.0,167820.0,77076.0,162.03,19.51,170.09,20.48,172.23,101.51,20.74,17.17,0.74,1.45,0.97,3.9693735838023603,2.539999999999992,-0.28999999999999915,-0.07000000000000006,45,45,20.0,45.0,40.0,Moderate Risk,Increase monitoring of household credit stress indicators
2016-01-01,Canada,14.17,6.52,1107644.0,1683472.0,78500.0,6.63,3.31,39216.0,89452.0,7.55,3.21,38044.0,33592.0,2.83,77260.0,167952.0,77260.0,163.6,19.38,171.99,20.37,174.2,102.1,20.63,17.1,0.73,1.49,0.97,-0.9039604633602538,5.269999999999982,0.1899999999999995,-0.07000000000000006,65,45,20.0,85.0,53.0,Moderate Risk,Increase monitoring of household credit stress indicators
2016-04-01,Canada,14.18,6.54,1128120.0,1696164.0,80896.0,6.7,3.34,40352.0,90260.0,7.48,3.19,38564.0,33976.0,2.81,78916.0,171156.0,78916.0,167.22,19.24,175.68,20.21,177.9,103.98,20.47,16.99,0.7,1.44,0.94,0.0532141336738956,7.480000000000018,0.27999999999999936,-0.030000000000000027,65,65,20.0,65.0,56.0,Moderate Risk,Increase monitoring of household credit stress indicators
2016-07-01,Canada,14.15,6.42,1141024.0,1709168.0,81860.0,6.71,3.32,40512.0,90616.0,7.43,3.09,37716.0,33252.0,2.73,78228.0,172476.0,78228.0,169.68,19.05,178.07,20.0,180.29,105.16,20.25,16.84,0.71,1.44,0.94,0.4132609598636927,8.590000000000003,0.33999999999999986,-0.050000000000000044,65,65,20.0,65.0,56.0,Moderate Risk,Increase monitoring of household credit stress indicators
2016-10-01,Canada,14.12,6.41,1154244.0,1728392.0,82688.0,6.7,3.27,40348.0,91440.0,7.41,3.14,38700.0,34148.0,2.77,79048.0,174128.0,79048.0,170.71,19.01,179.23,19.96,181.45,105.34,20.21,16.81,0.71,1.47,0.95,1.4341906840878549,9.219999999999999,0.3099999999999987,-0.020000000000000018,65,65,20.0,65.0,56.0,Moderate Risk,Increase monitoring of household credit stress indicators
2017-01-01,Canada,14.31,6.46,1158008.0,1739208.0,83848.0,6.77,3.28,40548.0,93288.0,7.54,3.18,39412.0,34488.0,2.79,79960.0,177136.0,79960.0,170.27,18.43,179.03,19.38,181.25,105.08,19.62,16.4,0.69,1.49,0.94,4.546948297467424,7.050000000000011,0.14000000000000057,-0.030000000000000027,65,65,20.0,45.0,53.0,Moderate Risk,Increase monitoring of household credit stress indicators
2017-04-01,Canada,14.3,6.44,1179116.0,1765116.0,84988.0,6.74,3.26,41060.0,95196.0,7.55,3.18,40048.0,35072.0,2.78,81108.0,180184.0,81108.0,171.71,18.74,180.4,19.69,182.62,105.27,19.93,16.62,0.67,1.44,0.91,4.5204410878275425,4.719999999999999,0.120000000000001,-0.029999999999999916,65,65,20.0,45.0,53.0,Moderate Risk,Increase monitoring of household credit stress indicators
2017-07-01,Canada,14.25,6.43,1203920.0,1796740.0,86228.0,6.7,3.25,41848.0,97056.0,7.54,3.18,40884.0,35708.0,2.78,82732.0,183284.0,82732.0,171.86,18.94,180.5,19.9,182.76,105.27,20.14,16.77,0.7,1.5,0.95,5.512241635583481,2.469999999999999,0.09999999999999964,0.010000000000000009,65,65,45.0,20.0,54.25,Moderate Risk,Increase monitoring of household credit stress indicators
2017-10-01,Canada,14.38,6.57,1216424.0,1818752.0,88332.0,6.78,3.36,43772.0,98864.0,7.59,3.21,41828.0,36628.0,2.81,85600.0,187196.0,85600.0,171.34,18.82,179.87,19.75,182.14,104.92,20.0,16.67,0.73,1.54,0.98,5.387075869573499,0.6899999999999977,0.26000000000000156,0.030000000000000027,65,65,45.0,20.0,54.25,Moderate Risk,Increase monitoring of household credit stress indicators
2018-01-01,Canada,14.64,6.79,1215708.0,1831352.0,90380.0,6.93,3.49,45472.0,100584.0,7.71,3.3,43036.0,36952.0,2.83,88508.0,190964.0,88508.0,170.16,18.6,178.96,19.56,181.22,104.33,19.81,16.53,0.74,1.58,1.0,4.982694420073086,-0.030000000000001137,0.33000000000000007,0.06000000000000005,65,65,45.0,45.0,58.0,Moderate Risk,Increase monitoring of household credit stress indicators
2018-04-01,Canada,14.85,6.99,1216444.0,1841832.0,92088.0,7.04,3.58,46836.0,102156.0,7.81,3.41,44580.0,38388.0,2.94,91416.0,194244.0,91416.0,171.06,18.77,180.04,19.75,182.29,104.48,20.0,16.67,0.74,1.56,0.99,3.1657614687613522,-0.3300000000000125,0.5499999999999989,0.07999999999999996,65,65,45.0,45.0,58.0,Moderate Risk,Increase monitoring of household credit stress indicators
2018-07-01,Canada,14.97,7.17,1222984.0,1859040.0,93492.0,7.1,3.66,48168.0,103764.0,7.88,3.51,46296.0,39876.0,3.03,94464.0,197256.0,94464.0,172.53,18.96,181.58,19.95,183.79,104.37,20.2,16.8,0.77,1.65,1.04,1.5834939198617892,1.0300000000000011,0.7200000000000006,0.09000000000000008,65,65,45.0,65.0,61.0,Elevated Risk,Review vulnerable borrower segments and stress-test portfolios
2018-10-01,Canada,14.94,7.28,1244536.0,1884836.0,95260.0,7.1,3.72,49944.0,105280.0,7.84,3.56,47732.0,40696.0,3.03,97676.0,200540.0,97676.0,173.0,19.37,182.09,20.39,184.33,104.56,20.64,17.11,0.79,1.7,1.07,2.311036283401191,2.190000000000026,0.5599999999999987,0.09000000000000008,65,65,45.0,45.0,58.0,Moderate Risk,Increase monitoring of household credit stress indicators
2019-01-01,Canada,15.11,7.47,1251160.0,1900724.0,97752.0,7.23,3.86,52244.0,106572.0,7.88,3.61,48768.0,42040.0,3.11,101012.0,204324.0,101012.0,172.04,18.83,181.04,19.81,183.28,103.97,20.06,16.71,0.81,1.74,1.1,2.9161607886104335,2.0600000000000023,0.46999999999999886,0.10000000000000009,85,65,45.0,45.0,65.0,Elevated Risk,Review vulnerable borrower segments and stress-test portfolios
2019-04-01,Canada,15.03,7.4,1274800.0,1932380.0,99100.0,7.2,3.89,53524.0,107832.0,7.83,3.51,48368.0,41388.0,3.01,101892.0,206932.0,101892.0,172.33,18.68,181.41,19.66,183.64,104.57,19.9,16.6,0.81,1.66,1.07,4.797261526219043,1.3499999999999943,0.17999999999999972,0.08000000000000007,85,65,45.0,45.0,65.0,Elevated Risk,Review vulnerable borrower segments and stress-test portfolios
2019-07-01,Canada,15.06,7.47,1287348.0,1949412.0,100836.0,7.25,3.93,54632.0,108744.0,7.82,3.55,49348.0,42220.0,3.03,103980.0,209580.0,103980.0,172.38,18.65,181.41,19.63,183.63,105.2,19.87,16.57,0.83,1.72,1.1,5.2628652541652166,-0.1599999999999966,0.08999999999999986,0.06000000000000005,85,65,45.0,20.0,61.25,Elevated Risk,Review vulnerable borrower segments and stress-test portfolios
2019-10-01,Canada,14.95,7.36,1308140.0,1978644.0,101572.0,7.19,3.88,54828.0,109556.0,7.76,3.48,49172.0,41992.0,2.97,104000.0,211128.0,104000.0,171.54,18.46,180.54,19.43,182.79,104.91,19.67,16.44,0.82,1.72,1.09,5.110659715749488,-1.5400000000000205,0.009999999999999787,0.020000000000000018,65,65,45.0,20.0,54.25,Moderate Risk,Increase monitoring of household credit stress indicators
2020-01-01,Canada,14.64,7.22,1323752.0,1992724.0,101360.0,7.1,3.76,53580.0,107492.0,7.53,3.46,49380.0,42368.0,2.97,102960.0,208852.0,102960.0,169.93,19.0,178.78,19.99,181.0,104.86,20.24,16.83,0.79,1.75,1.08,5.8019757664887095,-2.280000000000001,-0.46999999999999886,-0.020000000000000018,65,65,20.0,20.0,49.25,Moderate Risk,Increase monitoring of household credit stress indicators
2020-04-01,Canada,12.56,6.28,1452184.0,2084016.0,95576.0,6.17,3.41,52876.0,99016.0,6.39,2.87,44408.0,38420.0,2.48,97284.0,194592.0,97284.0,165.84,18.08,174.69,19.04,176.83,109.07,19.28,16.16,0.75,1.55,0.98,13.914653278945721,-6.809999999999974,-2.469999999999999,-0.09000000000000008,20,65,20.0,20.0,33.5,Low Risk,Continue standard monitoring
2020-07-01,Canada,13.47,6.35,1393800.0,2055404.0,100532.0,6.75,3.5,52092.0,99936.0,6.71,2.85,42384.0,36528.0,2.45,94476.0,200468.0,94476.0,165.75,17.72,174.41,18.65,176.55,111.85,18.88,15.88,0.74,1.52,0.96,8.269092739492345,-7.079999999999984,-1.5899999999999999,-0.14000000000000012,45,65,20.0,20.0,42.25,Moderate Risk,Increase monitoring of household credit stress indicators
2020-10-01,Canada,13.94,6.3,1380908.0,2047048.0,103548.0,7.03,3.47,51176.0,101852.0,6.91,2.83,41740.0,36000.0,2.44,92916.0,205400.0,92916.0,166.06,16.97,174.72,17.85,176.85,113.62,18.07,15.31,0.72,1.53,0.95,5.562707355481833,-5.939999999999998,-1.0099999999999998,-0.14000000000000012,45,65,20.0,20.0,42.25,Moderate Risk,Increase monitoring of household credit stress indicators
2021-01-01,Canada,13.57,6.04,1432508.0,2111408.0,105444.0,6.92,3.37,51388.0,101496.0,6.66,2.67,40680.0,34820.0,2.28,92068.0,206940.0,92068.0,163.54,16.05,171.96,16.88,174.11,112.65,17.09,14.6,0.7,1.49,0.91,8.215738295390684,-6.889999999999986,-1.0700000000000003,-0.17000000000000004,45,45,20.0,20.0,36.25,Low Risk,Continue standard monitoring
2021-04-01,Canada,13.72,6.11,1427532.0,2132444.0,107380.0,7.06,3.41,51820.0,101176.0,6.65,2.7,41076.0,35236.0,2.32,92896.0,208556.0,92896.0,168.98,16.09,177.64,16.92,179.82,109.95,17.12,14.62,0.67,1.46,0.88,-1.6975810227904953,2.9899999999999807,1.1600000000000001,-0.09999999999999998,45,65,20.0,85.0,52.0,Moderate Risk,Increase monitoring of household credit stress indicators
2021-07-01,Canada,13.68,5.93,1438212.0,2159356.0,107968.0,7.06,3.26,49824.0,101216.0,6.62,2.67,40836.0,34960.0,2.29,90660.0,209184.0,90660.0,171.63,16.0,180.27,16.81,182.48,108.66,17.01,14.54,0.65,1.48,0.87,3.186396900559618,5.929999999999978,0.20999999999999908,-0.08999999999999997,45,65,20.0,45.0,46.0,Moderate Risk,Increase monitoring of household credit stress indicators
2021-10-01,Canada,13.9,5.99,1426848.0,2159040.0,109276.0,7.2,3.24,49168.0,101660.0,6.7,2.75,41752.0,35680.0,2.35,90920.0,210936.0,90920.0,173.55,15.4,182.23,16.17,184.45,107.2,16.37,14.06,0.63,1.52,0.86,3.3267965715311876,7.599999999999994,-0.03999999999999915,-0.08999999999999997,45,65,20.0,45.0,46.0,Moderate Risk,Increase monitoring of household credit stress indicators
2022-01-01,Canada,13.81,5.92,1465024.0,2212180.0,111832.0,7.18,3.25,50592.0,103208.0,6.63,2.67,41572.0,35756.0,2.3,92164.0,215040.0,92164.0,175.46,15.5,184.09,16.26,186.4,105.37,16.47,14.14,0.62,1.48,0.84,2.269865159566309,12.289999999999992,0.2400000000000002,-0.07000000000000006,45,85,20.0,45.0,52.0,Moderate Risk,Increase monitoring of household credit stress indicators
2022-04-01,Canada,14.0,6.37,1489856.0,2243516.0,116560.0,7.33,3.53,56156.0,106276.0,6.68,2.84,45136.0,38628.0,2.43,101292.0,222836.0,101292.0,178.57,17.08,187.29,17.92,189.65,104.35,18.14,15.36,0.66,1.54,0.88,4.365856597260165,9.830000000000013,0.27999999999999936,0.0,65,85,45.0,45.0,64.0,Elevated Risk,Review vulnerable borrower segments and stress-test portfolios
2022-07-01,Canada,14.43,7.17,1503576.0,2283684.0,123732.0,7.64,4.05,65616.0,110064.0,6.8,3.12,50572.0,42648.0,2.63,116188.0,233796.0,116188.0,179.05,17.75,187.67,18.61,190.07,102.43,18.84,15.86,0.78,1.75,1.03,4.5448098055085095,7.590000000000003,0.75,0.16000000000000003,65,85,45.0,45.0,64.0,Elevated Risk,Review vulnerable borrower segments and stress-test portfolios
2022-10-01,Canada,14.62,7.88,1550904.0,2350548.0,131960.0,7.84,4.57,76940.0,114216.0,6.78,3.31,55796.0,46692.0,2.77,132736.0,246176.0,132736.0,176.59,17.69,185.16,18.55,187.55,101.04,18.79,15.81,0.92,1.95,1.18,8.694408934939112,3.1000000000000227,0.7199999999999989,0.31999999999999995,65,85,65.0,20.0,64.25,Elevated Risk,Review vulnerable borrower segments and stress-test portfolios
2023-01-01,Canada,15.17,8.81,1543368.0,2377524.0,139240.0,8.23,5.16,87316.0,117560.0,6.95,3.66,61868.0,51840.0,3.06,149184.0,256800.0,149184.0,174.96,16.94,183.33,17.75,185.71,99.95,17.99,15.24,1.02,2.12,1.3,5.3476257044253295,-0.6899999999999977,1.3599999999999994,0.4600000000000001,85,85,65.0,20.0,71.25,Elevated Risk,Review vulnerable borrower segments and stress-test portfolios
2023-04-01,Canada,15.14,8.95,1578468.0,2432016.0,142452.0,8.22,5.3,91920.0,119980.0,6.92,3.64,63184.0,52776.0,3.04,155104.0,262432.0,155104.0,174.95,16.9,183.33,17.71,185.69,101.08,17.93,15.21,1.05,2.11,1.32,5.947688904162551,-3.960000000000008,1.1400000000000006,0.44000000000000006,85,85,65.0,20.0,71.25,Elevated Risk,Review vulnerable borrower segments and stress-test portfolios
2023-07-01,Canada,15.09,9.06,1620528.0,2489512.0,146012.0,8.19,5.35,95336.0,122844.0,6.89,3.71,66196.0,55288.0,3.1,161532.0,268856.0,161532.0,173.77,17.45,182.07,18.28,184.41,101.46,18.52,15.62,1.1,2.24,1.39,7.778256636179348,-5.659999999999997,0.6600000000000001,0.3599999999999999,85,65,65.0,20.0,65.25,Elevated Risk,Review vulnerable borrower segments and stress-test portfolios
2023-10-01,Canada,15.13,9.16,1641912.0,2527940.0,148288.0,8.2,5.41,97740.0,125180.0,6.93,3.76,67880.0,56572.0,3.13,165620.0,273468.0,165620.0,172.44,17.32,180.66,18.15,182.98,101.11,18.38,15.52,1.12,2.28,1.42,5.868061466086871,-4.570000000000022,0.5100000000000016,0.24,85,65,45.0,20.0,61.25,Elevated Risk,Review vulnerable borrower segments and stress-test portfolios
